image_name;latitude;longitude;date;osm_id;vector_unit_x;vector_unit_y;dist_a_fachada;fov;heading;url
der-2-4821015;-13.522071406388799;-71.98169323139432;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.7846153846153845;76.92307692307692;-149.7232804123636;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52205028017876,-71.9816786743104&fov=76.92307692307692&pitch=0&key=YOUR_API_KEY&heading=-149.7232804123636
der-7-4821015;-13.522121853830106;-71.98161673555084;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.7846153846153845;76.92307692307692;-150.84332566527047;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52209748030645,-71.98159994167497&fov=76.92307692307692&pitch=0&key=YOUR_API_KEY&heading=-150.84332566527047
der-12-4821015;-13.522175938095359;-71.98153472495163;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.7846153846153845;76.92307692307692;-152.40925618792596;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52214808369913,-71.98151553340725&fov=76.92307692307692&pitch=0&key=YOUR_API_KEY&heading=-152.40925618792596
der-17-4821015;-13.522230470202539;-71.98145203519734;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.7846153846153845;76.92307692307692;-153.91628606846078;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.5221991057043,-71.98143042585286&fov=76.92307692307692&pitch=0&key=YOUR_API_KEY&heading=-153.91628606846078
der-22-4821015;-13.522281082308824;-71.98137528947248;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.7846153846153845;76.92307692307692;-155.60696987417032;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52224646002382,-71.98135143612748&fov=76.92307692307692&pitch=0&key=YOUR_API_KEY&heading=-155.60696987417032
der-28-4821015;-13.522334615017316;-71.98129411502265;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.7846153846153845;76.92307692307692;-158.75319673354613;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52229654694686,-71.98126788818334&fov=76.92307692307692&pitch=0&key=YOUR_API_KEY&heading=-158.75319673354613
der-33-4821015;-13.522396973147698;-71.98119955803718;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.7846153846153845;76.92307692307692;-160.93222021078074;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52235489121035,-71.98117056640538&fov=76.92307692307692&pitch=0&key=YOUR_API_KEY&heading=-160.93222021078074
der-39-4821015;-13.522452705859866;-71.98111504745107;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.7846153846153845;76.92307692307692;-164.81949798606846;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52240703651314,-71.98108358477728&fov=76.92307692307692&pitch=0&key=YOUR_API_KEY&heading=-164.81949798606846
der-45-4821015;-13.522507663755066;-71.98103171169011;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.7846153846153845;76.92307692307692;-168.08915090458567;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52245845686575,-71.98099781232511&fov=76.92307692307692&pitch=0&key=YOUR_API_KEY&heading=-168.08915090458567
der-50-4821015;-13.522553580807276;-71.98096208501488;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.7846153846153845;76.92307692307692;-171.41453216465936;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52250141831333,-71.98092614980435&fov=76.92307692307692&pitch=0&key=YOUR_API_KEY&heading=-171.41453216465936
der-55-4821015;-13.522607931253111;-71.98087967023334;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.7846153846153845;76.92307692307692;-174.88539440663544;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52255227030493,-71.98084132525972&fov=76.92307692307692&pitch=0&key=YOUR_API_KEY&heading=-174.88539440663544
der-60-4821015;-13.522661639778098;-71.98079822876498;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.7846153846153845;76.92307692307692;-177.9037210979892;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52260252167267,-71.98075750247592&fov=76.92307692307692&pitch=0&key=YOUR_API_KEY&heading=-177.9037210979892
der-63-4821015;-13.52267305134698;-71.98078092470753;2013-08;4821015;0.835980930085926;-0.5487584938136904;5.7846153846153845;76.92307692307692;176.63732180505536;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.5226135,-71.9807399&fov=76.92307692307692&pitch=0&key=YOUR_API_KEY&heading=176.63732180505536
iz-2-4821015;-13.521989724018653;-71.9816369673723;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.123076923076923;87.94871794871796;32.160863130510144;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52205028017876,-71.9816786743104&fov=87.94871794871796&pitch=0&key=YOUR_API_KEY&heading=32.160863130510144
iz-7-4821015;-13.522040171440075;-71.98156047153563;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.123076923076923;87.94871794871796;31.282073644666983;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52209748030645,-71.98159994167497&fov=87.94871794871796&pitch=0&key=YOUR_API_KEY&heading=31.282073644666983
iz-12-4821015;-13.52209425568401;-71.9814784609437;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.123076923076923;87.94871794871796;30.60476186133531;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52214808369913,-71.98151553340725&fov=87.94871794871796&pitch=0&key=YOUR_API_KEY&heading=30.60476186133531
iz-17-4821015;-13.522148787769694;-71.9813957711968;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.123076923076923;87.94871794871796;29.286494199032592;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.5221991057043,-71.98143042585286&fov=87.94871794871796&pitch=0&key=YOUR_API_KEY&heading=29.286494199032592
iz-22-4821015;-13.52219939985602;-71.98131902547877;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.123076923076923;87.94871794871796;27.69447895486518;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52224646002382,-71.98135143612748&fov=87.94871794871796&pitch=0&key=YOUR_API_KEY&heading=27.69447895486518
iz-28-4821015;-13.522252932543413;-71.98123785103617;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.123076923076923;87.94871794871796;25.41602838564738;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52229654694686,-71.98126788818334&fov=87.94871794871796&pitch=0&key=YOUR_API_KEY&heading=25.41602838564738
iz-33-4821015;-13.522315290649214;-71.98114329405912;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.123076923076923;87.94871794871796;23.208924320011157;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52235489121035,-71.98117056640538&fov=87.94871794871796&pitch=0&key=YOUR_API_KEY&heading=23.208924320011157
iz-39-4821015;-13.522371023339403;-71.98105878348053;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.123076923076923;87.94871794871796;20.196354753725902;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52240703651314,-71.98108358477728&fov=87.94871794871796&pitch=0&key=YOUR_API_KEY&heading=20.196354753725902
iz-45-4821015;-13.522425981212942;-71.98097544772702;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.123076923076923;87.94871794871796;16.806416761148046;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52245845686575,-71.98099781232511&fov=87.94871794871796&pitch=0&key=YOUR_API_KEY&heading=16.806416761148046
iz-50-4821015;-13.522471898247051;-71.98090582105797;2013-11;4821015;0.835980930085926;-0.5487584938136904;5.123076923076923;87.94871794871796;13.720498958007111;https://maps.googleapis.com/maps/api/streetview?size=640x640&location=-13.52250141831333,-71.98092614980435&fov=87.94871794871796&pitch=0&key=YOUR_API_KEY&heading=13.720498958007111
